GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
EJBCA Healthcheck,org.ejbca.ui.web.pub,HealthCheckServlet,427,0,64,0,126,0,43,0,11,0
EJBCA Healthcheck,org.ejbca.ui.web.pub,SameRequestRateLimiter.Result,34,47,2,2,9,14,3,4,1,4
EJBCA Healthcheck,org.ejbca.ui.web.pub,SameRequestRateLimiter,0,49,0,4,0,13,0,4,0,2
