GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
ejbca-common/cesecore-common,org.cesecore.util,ProfileID,3,41,0,4,1,9,1,5,1,3
ejbca-common/cesecore-common,org.cesecore.util,SecureXMLDecoder.NoValueException,3,0,0,0,1,0,1,0,1,0
ejbca-common/cesecore-common,org.cesecore.util,FileTools.FileComp,35,0,10,0,9,0,7,0,2,0
ejbca-common/cesecore-common,org.cesecore.util,SecurityFilterInputStream,7,72,0,6,3,20,2,8,2,5
ejbca-common/cesecore-common,org.cesecore.util,EJBTools,88,0,16,0,26,0,14,0,6,0
ejbca-common/cesecore-common,org.cesecore.util,LookAheadObjectInputStream,69,452,20,76,13,108,23,43,5,13
ejbca-common/cesecore-common,org.cesecore.util,QueryResultWrapper,44,0,7,0,14,0,8,0,4,0
ejbca-common/cesecore-common,org.cesecore.util,Base64,4,52,0,6,1,12,1,6,1,3
ejbca-common/cesecore-common,org.cesecore.util,MapTools,133,0,6,0,29,0,11,0,8,0
ejbca-common/cesecore-common,org.cesecore.util,CeSecoreNameStyle,0,753,0,12,0,149,0,12,0,6
ejbca-common/cesecore-common,org.cesecore.util,CertTools,2132,5167,386,679,554,1267,339,361,38,115
ejbca-common/cesecore-common,org.cesecore.util,CryptoProviderTools,36,109,7,11,14,34,7,7,1,4
ejbca-common/cesecore-common,org.cesecore.keybind.impl,ClientX509TrustManager,93,71,9,3,19,16,7,4,2,3
ejbca-common/cesecore-common,org.cesecore.keybind.impl,AuthenticationKeyBinding,196,0,26,0,55,0,23,0,10,0
ejbca-common/cesecore-common,org.cesecore.keybind.impl,OcspKeyBinding,143,236,10,12,33,52,19,20,12,16
ejbca-common/cesecore-common,org.cesecore.keybind.impl,ClientX509KeyManager,173,0,18,0,38,0,18,0,9,0
ejbca-common/cesecore-common,org.cesecore.keybind.impl,OcspKeyBinding.ResponderIdType,9,69,0,2,2,11,2,4,2,3
ejbca-common/cesecore-common,org.cesecore.util.provider,TrustManagerFactoryImpl,43,0,2,0,13,0,5,0,4,0
ejbca-common/cesecore-common,org.cesecore.util.provider,X509TrustManagerAcceptAll,51,0,6,0,14,0,8,0,5,0
ejbca-common/cesecore-common,org.cesecore.util.provider,TLSProvider,15,0,0,0,4,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.util.provider,TrustManagerFactoryImpl.AcceptAll,11,0,0,0,3,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.util.provider,EkuPKIXCertPathChecker,26,82,3,11,6,26,5,9,2,5
ejbca-common/cesecore-common,org.cesecore.util.query.clauses,Order,15,0,0,0,6,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.util.query.clauses,Order.Value,24,0,0,0,2,0,1,0,1,0
ejbca-common/cesecore-common,org.cesecore.keys,KeyCreationException,16,0,0,0,8,0,4,0,4,0
ejbca-common/cesecore-common,org.cesecore.internal,UpgradeableDataHashMap,103,199,18,22,25,47,15,18,4,9
ejbca-common/cesecore-common,org.cesecore.internal,CommonCacheBase,402,0,46,0,91,0,38,0,15,0
ejbca-common/cesecore-common,org.cesecore.internal,CommonCacheBase.CacheEntry,18,0,0,0,6,0,1,0,1,0
ejbca-common/cesecore-common,org.cesecore.internal,InternalResources,62,365,15,43,21,87,15,26,0,12
ejbca-common/cesecore-common,org.cesecore.certificates.ocsp,SHA1DigestCalculator,8,32,0,0,3,9,1,4,1,4
ejbca-common/cesecore-common,org.cesecore.util.ui,RadioButton,76,0,12,0,22,0,13,0,7,0
ejbca-common/cesecore-common,org.cesecore.util.ui,DynamicUiProperty,1151,295,101,15,240,81,112,22,55,21
ejbca-common/cesecore-common,org.cesecore.util.ui,PositiveIntegerValidator,29,0,2,0,8,0,6,0,5,0
ejbca-common/cesecore-common,org.cesecore.util.ui,DynamicUiModelException,13,0,0,0,6,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.util.ui,DynamicUiPropertyCallback,0,34,0,0,0,2,0,1,0,1
ejbca-common/cesecore-common,org.cesecore.util.ui,DynamicUiModel,358,0,42,0,78,0,38,0,17,0
ejbca-common/cesecore-common,org.cesecore.util.ui,PropertyValidationException,13,0,0,0,6,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.util.ui,MultiLineString,13,0,0,0,6,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.util.ui,DynamicUiCallbackException,13,0,0,0,6,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,X509CAInfo,577,0,4,0,181,0,51,0,49,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,ApprovalRequestType,102,0,2,0,16,0,6,0,5,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,CADoesntExistsException,13,0,0,0,6,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,CvcCA,367,0,34,0,81,0,34,0,17,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,SignRequestException,4,0,0,0,2,0,1,0,1,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,IllegalValidityException,4,4,0,0,2,2,1,1,1,1
ejbca-common/cesecore-common,org.cesecore.certificates.ca,X509CA,4447,0,488,0,1007,0,319,0,75,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,CAOfflineException,6,5,0,0,3,2,1,1,1,1
ejbca-common/cesecore-common,org.cesecore.certificates.ca,CANameChangeRenewalException,13,0,0,0,6,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,SignRequestSignatureException,11,0,0,0,4,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,CAConstants,40,0,0,0,2,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,CVCCAInfo,221,0,0,0,61,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,CertificateGenerationParams,31,0,0,0,13,0,9,0,9,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,InvalidAlgorithmException,8,0,0,0,4,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,IllegalNameException,4,9,0,0,2,4,1,2,1,2
ejbca-common/cesecore-common,org.cesecore.certificates.ca,CAInfo,358,0,16,0,141,0,86,0,78,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,X509CAInfo.X509CAInfoBuilder,543,0,0,0,159,0,57,0,57,0
ejbca-common/cesecore-common,org.cesecore.certificates.ca,CA,2087,0,151,0,512,0,177,0,100,0
ejbca-common/cesecore-common,org.cesecore.audit.impl,AuditExportCsv,52,0,2,0,22,0,11,0,10,0
ejbca-common/cesecore-common,org.cesecore.keybind,InternalKeyBindingTrustEntry,152,0,20,0,39,0,23,0,13,0
ejbca-common/cesecore-common,org.cesecore.keybind,InternalKeyBindingInfo,212,0,0,0,45,0,31,0,31,0
ejbca-common/cesecore-common,org.cesecore.keybind,InternalKeyBindingCache,87,0,2,0,20,0,14,0,13,0
ejbca-common/cesecore-common,org.cesecore.keybind,CertificateImportException,15,8,0,0,6,3,3,2,3,2
ejbca-common/cesecore-common,org.cesecore.keybind,InternalKeyBindingCache.new CommonCacheBase() {...},12,0,0,0,3,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.keybind,InternalKeyBindingOperationalStatus,34,0,0,0,2,0,1,0,1,0
ejbca-common/cesecore-common,org.cesecore.keybind,InternalKeyBindingFactory,297,0,14,0,71,0,15,0,8,0
ejbca-common/cesecore-common,org.cesecore.keybind,InternalKeyBindingNameInUseException,23,0,0,0,9,0,5,0,5,0
ejbca-common/cesecore-common,org.cesecore.keybind,InternalKeyBindingRules,109,0,2,0,17,0,7,0,6,0
ejbca-common/cesecore-common,org.cesecore.keybind,InternalKeyBindingPropertyValidationWrapper,59,0,4,0,14,0,10,0,8,0
ejbca-common/cesecore-common,org.cesecore.keybind,InternalKeyBindingStatus,24,0,0,0,2,0,1,0,1,0
ejbca-common/cesecore-common,org.cesecore.keybind,InternalKeyBindingBase,351,77,26,2,95,18,43,8,30,7
ejbca-common/cesecore-common,org.cesecore.certificates.util.cert,CrlExtensions,132,94,20,10,38,30,16,7,3,5
ejbca-common/cesecore-common,org.cesecore.certificates.util.cert,SubjectDirAttrExtension,197,161,15,17,41,38,10,9,1,2
ejbca-common/cesecore-common,org.cesecore.certificates.util.cert,QCStatementExtension,43,283,32,38,16,78,31,10,1,5
ejbca-common/cesecore-common,org.cesecore.keys.token.p11.exception,PKCS11LibraryFileNotFoundException,16,0,0,0,8,0,4,0,4,0
ejbca-common/cesecore-common,org.cesecore.keys.token.p11.exception,NoSuchSlotException,16,0,0,0,8,0,4,0,4,0
ejbca-common/cesecore-common,org.cesecore.keys.token.p11.exception,P11RuntimeException,9,0,0,0,4,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.certificates.certificate,CertificateStatusHolder,15,0,0,0,6,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.certificates.certificate,CertificateInfo,165,0,4,0,49,0,28,0,26,0
ejbca-common/cesecore-common,org.cesecore.certificates.certificate,HashID,97,107,12,8,19,22,14,10,5,9
ejbca-common/cesecore-common,org.cesecore.certificates.certificate,CertificateStatus,13,63,6,2,1,12,5,5,1,5
ejbca-common/cesecore-common,org.cesecore.certificates.certificate,IllegalKeyException,9,4,0,0,4,2,2,1,2,1
ejbca-common/cesecore-common,org.cesecore.certificates.certificate,CertificateCreateException,26,0,0,0,12,0,6,0,6,0
ejbca-common/cesecore-common,org.cesecore.certificates.util,AlgorithmsToolRuntimeException,9,0,0,0,4,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.certificates.util,AlgorithmConstants,0,88,0,0,0,3,0,1,0,1
ejbca-common/cesecore-common,org.cesecore.certificates.util,DNFieldExtractor,71,372,18,50,22,86,17,33,4,10
ejbca-common/cesecore-common,org.cesecore.certificates.util,DnComponents,148,873,21,33,43,193,23,41,7,30
ejbca-common/cesecore-common,org.cesecore.certificates.util,AlgorithmTools,1119,743,298,136,270,187,179,66,13,15
ejbca-common/cesecore-common,org.cesecore.certificates.ocsp.logging,PatternLogger,161,123,23,7,33,33,21,5,7,4
ejbca-common/cesecore-common,org.cesecore.certificates.ocsp.logging,TransactionLogger,96,0,0,0,24,0,1,0,1,0
ejbca-common/cesecore-common,org.cesecore.certificates.ocsp.logging,AuditLogger,41,0,0,0,10,0,1,0,1,0
ejbca-common/cesecore-common,org.cesecore.certificates.ocsp.logging,TransactionCounter,0,30,0,0,0,6,0,3,0,3
ejbca-common/cesecore-common,org.cesecore.certificates.ocsp.logging,GuidHolder,26,0,0,0,6,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.config,ConfigurationHolder,337,281,29,23,87,80,25,20,6,13
ejbca-common/cesecore-common,org.cesecore.config,InvalidConfigurationException,16,0,0,0,8,0,4,0,4,0
ejbca-common/cesecore-common,org.cesecore.config,GlobalCesecoreConfiguration,91,0,10,0,18,0,13,0,8,0
ejbca-common/cesecore-common,org.cesecore.config,RaStyleInfo,130,0,10,0,45,0,23,0,18,0
ejbca-common/cesecore-common,org.cesecore.config,GlobalCesecoreConfigurationCache,60,0,4,0,21,0,12,0,10,0
ejbca-common/cesecore-common,org.cesecore.config,CesecoreConfiguration,407,79,62,4,100,23,68,20,36,19
ejbca-common/cesecore-common,org.cesecore.config,OcspConfiguration,655,78,98,8,173,26,108,9,59,5
ejbca-common/cesecore-common,org.cesecore.config,GlobalOcspConfiguration,78,0,6,0,20,0,12,0,9,0
ejbca-common/cesecore-common,org.cesecore.config,AvailableExtendedKeyUsagesConfiguration,103,141,8,0,29,37,13,3,9,3
ejbca-common/cesecore-common,org.cesecore.config,RaStyleInfo.RaCssInfo,23,0,0,0,10,0,5,0,5,0
ejbca-common/cesecore-common,org.cesecore.configuration,ConfigurationBase,0,5,0,0,0,2,0,2,0,2
ejbca-common/cesecore-common,org.cesecore.keys.validation,RsaKeyValidator.new DynamicUiActionCallback() {...},30,0,0,0,6,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,RsaKeyValidator.new DynamicUiProperty() {...},14,0,0,0,2,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,RsaKeyValidator.new DynamicUiProperty() {...},13,0,0,0,2,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,RsaKeyValidator.new DynamicUiProperty() {...},13,0,0,0,2,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,RsaKeyValidator.new DynamicUiProperty() {...},13,0,0,0,2,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,RsaKeyValidator.new DynamicUiProperty() {...},13,0,0,0,2,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,RsaKeyValidator.new DynamicUiProperty() {...},13,0,0,0,2,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,RsaKeyValidator.new DynamicUiProperty() {...},13,0,0,0,2,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,RsaKeyValidator.new DynamicUiProperty() {...},13,0,0,0,2,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,KeyValidatorSettingsTemplate,87,54,8,0,14,9,8,3,4,3
ejbca-common/cesecore-common,org.cesecore.keys.validation,KeyValidatorDateConditions,114,73,20,0,22,11,15,3,5,3
ejbca-common/cesecore-common,org.cesecore.keys.validation,CouldNotRemoveKeyValidatorException,8,0,0,0,4,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,CertificateValidatorBase,200,0,10,0,56,0,27,0,22,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,IssuancePhase,55,54,6,0,9,9,6,3,3,3
ejbca-common/cesecore-common,org.cesecore.keys.validation,KeyValidationFailedActions,55,78,6,0,9,11,6,3,3,3
ejbca-common/cesecore-common,org.cesecore.keys.validation,ExternalCommandCertificateValidator,876,0,90,0,207,0,73,0,28,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,ValidatorFactory,91,0,8,0,20,0,9,0,5,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,KeyValidatorDoesntExistsException,8,0,0,0,4,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,ExternalScriptsWhitelist,76,173,12,18,23,38,10,17,2,10
ejbca-common/cesecore-common,org.cesecore.keys.validation,ValidationException,10,0,0,0,4,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,ExternalCommandCertificateValidator.new DynamicUiActionCallback() {...},48,0,0,0,10,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,EccKeyValidator,342,173,35,23,71,46,36,13,11,9
ejbca-common/cesecore-common,org.cesecore.keys.validation,ValidatorNotApplicableException,4,0,0,0,2,0,1,0,1,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,RsaKeyValidator.new DynamicUiProperty() {...},13,0,0,0,2,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,RsaKeyValidator.new DynamicUiProperty() {...},13,0,0,0,2,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,ValidatorBase,287,202,23,9,57,48,33,12,17,12
ejbca-common/cesecore-common,org.cesecore.keys.validation,KeyValidator,16,0,0,0,1,0,1,0,1,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,RsaKeyValidator,680,712,69,111,120,160,65,74,14,35
ejbca-common/cesecore-common,org.cesecore.keys.validation,CertificateValidator,16,0,0,0,1,0,1,0,1,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,RocaBrokenKey,3,472,0,6,1,9,1,5,1,2
ejbca-common/cesecore-common,org.cesecore.keys.validation,KeyValidatorBase,120,64,7,3,35,18,21,6,16,6
ejbca-common/cesecore-common,org.cesecore.keys.validation,EccKeyValidator.new DynamicUiActionCallback() {...},30,0,0,0,6,0,3,0,3,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,KeyValidatorExistsException,7,0,0,0,4,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,EccKeyValidator.new DynamicUiProperty() {...},13,0,0,0,2,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.validation,EccKeyValidator.new DynamicUiProperty() {...},14,0,0,0,2,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.util.query,QueryGenerator,315,0,34,0,81,0,30,0,13,0
ejbca-common/cesecore-common,org.cesecore.util.query,QueryGenerator.Query,161,0,24,0,32,0,21,0,9,0
ejbca-common/cesecore-common,org.cesecore.util.query,Criteria,105,0,0,0,15,0,15,0,15,0
ejbca-common/cesecore-common,org.cesecore.util.query,QueryCriteria,22,0,0,0,7,0,4,0,4,0
ejbca-common/cesecore-common,org.cesecore.keys.util,KeyStoreTools,652,329,59,29,155,92,52,18,13,13
ejbca-common/cesecore-common,org.cesecore.keys.util,KeyStoreTools.SizeAlgorithmParameterSpec,0,9,0,0,0,3,0,1,0,1
ejbca-common/cesecore-common,org.cesecore.keys.util,TaskWithSigningException,4,5,0,0,2,2,1,1,1,1
ejbca-common/cesecore-common,org.cesecore.keys.util,KeyStoreTools.SignCsrOperation,134,0,10,0,30,0,9,0,4,0
ejbca-common/cesecore-common,org.cesecore.keys.util,KeyPairWrapper,46,66,0,2,12,15,0,5,0,4
ejbca-common/cesecore-common,org.cesecore.keys.util,SignWithWorkingAlgorithm,14,167,2,8,3,36,2,8,0,5
ejbca-common/cesecore-common,org.cesecore.keys.util,KeyTools,1449,1082,190,108,323,290,142,44,18,19
ejbca-common/cesecore-common,org.cesecore.keys.util,KeyUtilRuntimeException,9,0,0,0,4,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.keys.util,KeyTools.SignDataOperation,0,51,0,0,0,15,0,4,0,4
ejbca-common/cesecore-common,org.cesecore.keys.util,PublicKeyWrapper,23,34,1,1,6,10,1,2,0,2
ejbca-common/cesecore-common,org.cesecore.keys.util,KeyStoreTools.CertificateSignOperation,15,42,0,0,2,10,0,3,0,3
ejbca-common/cesecore-common,org.cesecore.audit.audit,AuditLogExporterException,16,0,0,0,8,0,4,0,4,0
ejbca-common/cesecore-common,org.cesecore.audit.audit,AuditLogValidationReport,77,0,0,0,13,0,6,0,6,0
ejbca-common/cesecore-common,org.cesecore.audit.audit,AuditLogValidatorException,16,0,0,0,8,0,4,0,4,0
ejbca-common/cesecore-common,org.cesecore.audit.audit,AuditLogReportElem,69,0,0,0,22,0,9,0,9,0
ejbca-common/cesecore-common,org.cesecore.audit.audit,AuditLogExportReport,30,0,0,0,12,0,7,0,7,0
ejbca-common/cesecore-common,org.cesecore.roles,AccessRulesHelper.new Comparator() {...},0,11,0,0,0,2,0,2,0,2
ejbca-common/cesecore-common,org.cesecore.roles,AccessRulesHelper,233,262,42,42,42,59,29,24,5,6
ejbca-common/cesecore-common,org.cesecore.certificates.ocsp.extension,OCSPExtensionType,44,0,0,0,5,0,1,0,1,0
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,PublicAccessAuthenticationToken.PublicAccessPrincipal,0,9,0,0,0,4,0,2,0,2
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,PublicAccessAuthenticationTokenMetaData,0,7,0,0,0,2,0,1,0,1
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,X509CertificateAuthenticationToken,465,111,93,2,134,20,66,4,9,4
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,AlwaysAllowLocalAuthenticationToken.InternalMatchValue,54,0,2,0,11,0,9,0,8,0
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,NestableAuthenticationToken,93,20,18,2,27,7,14,3,4,3
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,WebPrincipal,24,0,0,0,8,0,5,0,5,0
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,PublicWebPrincipal,10,0,0,0,4,0,2,0,2,0
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,AuthenticationToken,60,74,7,5,15,16,7,8,3,6
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,LocalJvmOnlyAuthenticationToken,4,38,1,1,1,13,1,5,0,5
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,AlwaysAllowLocalAuthenticationToken.new HashSet() {...},0,11,0,0,0,3,0,1,0,1
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,AlwaysAllowLocalAuthenticationTokenMetaData.InternalMatchValue,11,45,1,1,4,7,5,4,4,4
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,AlwaysAllowLocalAuthenticationTokenMetaData,0,10,0,0,0,3,0,2,0,2
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,InvalidAuthenticationTokenException,16,0,0,0,8,0,4,0,4,0
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,PublicAccessMatchValue,12,55,1,1,4,9,5,4,4,4
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,UsernamePrincipal,3,9,0,0,1,4,1,2,1,2
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,AlwaysAllowLocalAuthenticationToken,56,29,6,0,15,5,11,4,8,4
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,AuthenticationTokenMetaDataBase,18,70,2,6,4,18,5,7,4,4
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,PublicAccessAuthenticationToken.PublicAccessCredential,0,9,0,0,0,4,0,2,0,2
ejbca-common/cesecore-common,org.cesecore.authentication.tokens,PublicAccessAuthenticationToken,142,74,27,3,29,11,24,4,8,4
